RECORD_ID,STUDENT_ID,ENROLLMENT_DATE,ACADEMIC_STANDING,CURRENT_GPA,CREDIT_HOURS_ATTEMPTED,CREDIT_HOURS_EARNED,MAJOR_CODE,ADVISOR_ID,FINANCIAL_AID_AMOUNT,LAST_LOGIN_DATE,TOTAL_COURSE_VIEWS,ASSIGNMENT_SUBMISSIONS,DISCUSSION_POSTS,AVG_ASSIGNMENT_SCORE,COURSE_COMPLETION_RATE,PLAGIARISM_INCIDENTS,WRITING_QUALITY_SCORE,ENGAGEMENT_SCORE,AT_RISK_FLAG,INTERVENTION_COUNT,LAST_UPDATED
RET_000117,STU_202400117,2024-08-15 0:00:00,Conditional Standing,3.66,16,14,MGMT,ADV_1031,6834.73,2025-07-30 14:28:37,317,20,5,86.6,0.91,0,68.9,65.4,TRUE,8,2025-07-31 14:24:37
RET_000118,STU_202400118,2024-08-11 0:00:00,Satisfactory Progress,2.9,20,18,ANTH,ADV_1054,17966.77,2025-07-28 14:28:37,130,24,23,45.6,0.38,0,36.1,88.4,TRUE,6,2025-08-01 13:12:37
RET_000119,STU_202400119,2024-08-12 0:00:00,Good Standing,3.9,14,13,ECON,ADV_1107,27372.6,2025-07-29 14:28:37,155,24,17,82.1,0.37,0,49.8,35,TRUE,4,2025-08-01 4:26:37
RET_000120,STU_202400120,2024-08-09 0:00:00,Academic Suspension,2.57,17,15,THEA,ADV_1106,0,2025-07-26 14:28:37,111,23,19,75.6,0.37,5,73,60.8,FALSE,2,2025-08-01 10:06:37
RET_000121,STU_202400121,2024-08-04 0:00:00,Honor Roll,2.83,15,12,CHEM,ADV_1012,4279.67,2025-07-30 14:28:37,253,12,35,88.7,0.85,5,68.3,43.1,FALSE,1,2025-07-31 13:53:37
RET_000122,STU_202400122,2024-08-11 0:00:00,Conditional Standing,3.99,16,13,BUSN,ADV_1086,30889.15,2025-07-31 14:28:37,282,12,13,96.7,0.93,0,54.9,59.6,FALSE,3,2025-07-31 16:49:37
RET_000123,STU_202400123,2024-08-06 0:00:00,Conditional Standing,1.83,17,13,PHYS,ADV_1090,0,2025-07-30 14:28:37,151,16,20,51.6,0.39,0,42.6,36.6,FALSE,0,2025-08-01 2:14:37
RET_000124,STU_202400124,2024-08-14 0:00:00,Excellent Standing,3.36,16,13,MGMT,ADV_1144,0,2025-07-30 14:28:37,172,13,2,49.5,0.39,0,73,42.6,TRUE,7,2025-07-31 17:17:37
RET_000125,STU_202400125,2024-08-13 0:00:00,Distinguished Standing,3.32,13,10,POLI,ADV_1055,23817.77,2025-07-30 14:28:37,258,10,15,61.1,0.96,1,83.8,26.3,FALSE,2,2025-08-01 11:59:37
RET_000126,STU_202400126,2024-08-13 0:00:00,Distinguished Standing,3.04,13,10,PHYS,ADV_1003,11192.75,2025-07-28 14:28:37,134,16,8,75.9,0.79,0,68.8,29.8,TRUE,5,2025-08-01 5:15:37
RET_000127,STU_202400127,2024-08-01 0:00:00,Excellent Standing,3.73,15,12,PSYC,ADV_1052,17958.88,2025-07-27 14:28:37,127,17,13,81.8,0.76,3,58,50.5,FALSE,1,2025-07-31 15:05:37
RET_000128,STU_202400128,2024-08-04 0:00:00,Warning Status,3.99,18,15,THEA,ADV_1073,25672.86,2025-08-01 14:28:37,198,10,13,96.2,0.72,0,54.3,85.6,FALSE,0,2025-08-01 0:12:37
RET_000129,STU_202400129,2024-08-14 0:00:00,Dean's List,1.9,18,12,MATH,ADV_1066,0,2025-07-27 14:28:37,85,17,27,49,0.48,0,62.8,32,TRUE,2,2025-07-31 21:40:37
RET_000130,STU_202400130,2024-08-01 0:00:00,Satisfactory Progress,1.99,14,10,MATH,ADV_1018,0,2025-07-30 14:28:37,252,9,16,81.2,0.96,8,51,81.6,TRUE,6,2025-08-01 7:07:37
RET_000131,STU_202400131,2024-08-13 0:00:00,Dean's List,3.05,15,12,BUSN,ADV_1079,33955.78,2025-07-29 14:28:37,168,18,12,83.2,0.69,0,81.6,33.3,TRUE,7,2025-08-01 10:02:37
RET_000132,STU_202400132,2024-08-06 0:00:00,Honor Roll,3.69,19,14,SOCI,ADV_1077,14611.95,2025-07-30 14:28:37,257,11,27,65.3,0.97,4,56.8,67.8,FALSE,0,2025-07-31 22:25:37
RET_000133,STU_202400133,2024-08-07 0:00:00,Conditional Standing,3.53,14,13,PHIL,ADV_1130,27944.88,2025-07-28 14:28:37,65,10,35,66.8,0.53,4,73,58,FALSE,3,2025-08-01 1:33:37
RET_000134,STU_202400134,2024-08-05 0:00:00,Satisfactory Progress,2.8,19,15,NURS,ADV_1141,34392.11,2025-07-27 14:28:37,149,9,14,59.6,0.37,0,84.5,66.9,FALSE,1,2025-08-01 5:54:37
RET_000135,STU_202400135,2024-08-02 0:00:00,Good Standing,2.73,14,11,PSYC,ADV_1083,28337.75,2025-07-17 14:28:37,29,7,11,73.2,0.91,0,43.8,20.9,FALSE,0,2025-08-01 1:26:37
RET_000136,STU_202400136,2024-08-04 0:00:00,Conditional Standing,3.8,12,8,PSYC,ADV_1002,33445.84,2025-07-25 14:28:37,62,14,18,74.5,0.73,0,54.2,74.8,TRUE,3,2025-07-31 15:01:37
RET_000137,STU_202400137,2024-08-15 0:00:00,Academic Suspension,3.1,16,12,THEA,ADV_1030,8226.76,2025-07-19 14:28:37,25,10,22,88.1,0.77,7,47,60.4,TRUE,6,2025-08-01 0:16:37
RET_000138,STU_202400138,2024-08-10 0:00:00,Probationary Status,3.09,14,12,COMM,ADV_1086,0,2025-07-26 14:28:37,111,13,16,45.5,0.66,1,52.7,76.2,FALSE,1,2025-07-31 19:53:37
RET_000139,STU_202400139,2024-08-15 0:00:00,Probationary Status,3.14,14,11,SOCI,ADV_1088,2322.34,2025-07-30 14:28:37,186,17,17,47.8,0.81,0,88.1,41.7,FALSE,3,2025-08-01 6:43:37
RET_000140,STU_202400140,2024-08-12 0:00:00,Conditional Standing,1.78,13,9,RELI,ADV_1102,6646.12,2025-07-02 14:28:37,20,23,29,54.8,0.99,0,65.2,28.7,FALSE,2,2025-08-01 5:31:37
RET_000141,STU_202400141,2024-08-06 0:00:00,Distinguished Standing,2.62,18,16,GEOG,ADV_1146,18902.99,2025-07-28 14:28:37,85,16,14,61.3,0.9,0,57.6,37.9,FALSE,3,2025-08-01 4:29:37
RET_000142,STU_202400142,2024-08-04 0:00:00,Academic Warning,4,18,14,HIST,ADV_1008,30341.9,2025-07-11 14:28:37,25,16,5,49.1,0.47,5,50.7,85.3,FALSE,3,2025-07-31 20:56:37
RET_000143,STU_202400143,2024-08-11 0:00:00,Satisfactory Progress,3.1,19,15,PHIL,ADV_1045,0,2025-08-01 14:28:37,171,15,31,88.2,0.31,0,36.5,17.5,FALSE,2,2025-08-01 7:53:37
RET_000144,STU_202400144,2024-08-08 0:00:00,Academic Warning,2.78,12,10,BUSN,ADV_1050,0,2025-07-03 14:28:37,37,13,31,72.6,1,0,80.7,78.5,TRUE,3,2025-08-01 5:17:37
RET_000145,STU_202400145,2024-08-07 0:00:00,Warning Status,3.19,17,16,PHIL,ADV_1085,34152.47,2025-07-02 14:28:37,12,8,12,93.7,0.82,0,62.9,79.7,TRUE,6,2025-08-01 3:37:37
RET_000146,STU_202400146,2024-08-15 0:00:00,Excellent Standing,3.58,17,15,EDUC,ADV_1087,8376.05,2025-07-27 14:28:37,81,11,28,96.6,0.77,2,68.3,79.4,FALSE,2,2025-08-01 7:04:37
RET_000147,STU_202400147,2024-08-15 0:00:00,Good Standing,3.75,20,15,BUSN,ADV_1123,16120.95,2025-07-08 14:28:37,19,7,23,89.9,0.66,0,80.5,72.3,FALSE,2,2025-07-31 17:34:37
RET_000148,STU_202400148,2024-08-11 0:00:00,Conditional Standing,3.76,12,10,MATH,ADV_1122,11307.53,2025-07-11 14:28:37,36,10,23,96.9,0.54,0,51.4,86.6,FALSE,3,2025-08-01 5:03:37
RET_000149,STU_202400149,2024-08-08 0:00:00,Warning Status,3.81,15,11,ACCT,ADV_1010,2158.48,2025-07-31 14:28:37,224,14,18,59.2,0.3,0,77.4,75,FALSE,2,2025-08-01 9:54:37
RET_000150,STU_202400150,2024-08-03 0:00:00,Warning Status,2.66,17,13,GEOG,ADV_1035,7792.49,2025-07-26 14:28:37,77,17,32,89.2,0.32,0,44.8,21.9,FALSE,2,2025-08-01 13:07:37
RET_000151,STU_202400151,2024-08-05 0:00:00,Probationary Status,3.95,13,10,RELI,ADV_1124,13541.46,2025-07-25 14:28:37,57,8,29,62.6,0.55,0,92.4,28.7,TRUE,3,2025-08-01 4:25:37
RET_000152,STU_202400152,2024-08-03 0:00:00,Good Standing,2.83,16,12,ENGR,ADV_1040,7752.56,2025-07-30 14:28:37,252,8,6,68,0.44,0,87.1,76.6,TRUE,2,2025-07-31 23:36:37
RET_000153,STU_202400153,2024-08-04 0:00:00,Academic Probation,3.81,12,9,COMM,ADV_1118,0,2025-07-30 14:28:37,255,13,0,53.3,0.76,0,57.1,67.9,FALSE,3,2025-07-31 23:29:37
RET_000154,STU_202400154,2024-08-12 0:00:00,Probationary Status,3.62,16,13,ARTS,ADV_1138,29572.11,2025-07-26 14:28:37,97,12,27,92.7,0.68,0,78.2,21.7,FALSE,0,2025-08-01 5:43:37
RET_000155,STU_202400155,2024-08-09 0:00:00,Conditional Standing,3.89,20,17,JOUR,ADV_1086,26958.71,2025-07-25 14:28:37,134,10,8,63.9,0.6,0,72.7,72.1,TRUE,1,2025-08-01 13:03:37
RET_000156,STU_202400156,2024-08-09 0:00:00,Academic Warning,3.11,17,14,COMM,ADV_1119,0,2025-07-29 14:28:37,178,11,2,52.2,0.59,0,58.7,54.9,FALSE,0,2025-08-01 3:00:37
RET_000157,STU_202400157,2024-08-05 0:00:00,Satisfactory Progress,3.19,14,11,EDUC,ADV_1106,25506.02,2025-08-01 14:28:37,191,16,30,96.3,0.99,0,85.2,81.8,TRUE,5,2025-07-31 19:07:37
RET_000158,STU_202400158,2024-08-12 0:00:00,Academic Warning,2.88,19,15,MATH,ADV_1015,26813.58,2025-07-25 14:28:37,120,20,8,62.4,0.84,0,52,51.4,FALSE,1,2025-08-01 3:23:37
RET_000159,STU_202400159,2024-08-10 0:00:00,Good Standing,3.04,15,11,HIST,ADV_1134,10304.48,2025-07-08 14:28:37,29,7,6,87.4,0.39,0,69.1,89.2,FALSE,1,2025-08-01 3:03:37
RET_000160,STU_202400160,2024-08-07 0:00:00,Honor Roll,2.93,18,12,MKTG,ADV_1077,8007.56,2025-08-01 14:28:37,346,17,3,81.3,0.54,1,64.8,68.7,TRUE,4,2025-08-01 9:15:37
RET_000161,STU_202400161,2024-08-15 0:00:00,Conditional Standing,3.86,15,13,HIST,ADV_1145,18985.15,2025-07-24 14:28:37,32,12,18,71,0.83,1,66.4,19.8,TRUE,2,2025-07-31 20:17:37
RET_000162,STU_202400162,2024-08-10 0:00:00,Academic Suspension,2.58,14,10,PHIL,ADV_1081,8377.61,2025-07-30 14:28:37,336,11,15,60,0.38,2,93.3,67.4,FALSE,2,2025-07-31 14:36:37
RET_000163,STU_202400163,2024-08-07 0:00:00,Dean's List,2.96,12,10,NURS,ADV_1143,9607.71,2025-07-29 14:28:37,320,11,30,82.8,0.87,0,59.8,95.4,TRUE,1,2025-08-01 13:50:37
RET_000164,STU_202400164,2024-08-06 0:00:00,Satisfactory Progress,3.32,14,10,THEA,ADV_1138,19490.4,2025-07-30 14:28:37,198,13,14,51.4,0.58,7,38.7,17.1,TRUE,8,2025-08-01 12:54:37
RET_000165,STU_202400165,2024-08-04 0:00:00,Academic Suspension,3.97,12,9,COMP,ADV_1005,5902.2,2025-07-29 14:28:37,387,12,1,78,0.36,0,82.4,27.4,TRUE,4,2025-08-01 3:31:37
RET_000166,STU_202400166,2024-08-03 0:00:00,Academic Suspension,2.84,16,14,COMM,ADV_1054,17483.54,2025-07-26 14:28:37,117,18,14,56.9,0.6,0,67.9,44.3,FALSE,3,2025-07-31 14:08:37
RET_000167,STU_202400167,2024-08-09 0:00:00,Conditional Standing,2.7,12,10,HIST,ADV_1148,4331.84,2025-07-26 14:28:37,132,10,7,59.4,0.5,0,47.4,46.5,FALSE,1,2025-08-01 11:26:37
RET_000168,STU_202400168,2024-08-08 0:00:00,Honor Roll,3.14,12,10,PHIL,ADV_1085,15568.85,2025-07-26 14:28:37,81,8,11,47.2,0.34,0,80.8,24.6,FALSE,2,2025-07-31 22:48:37
RET_000169,STU_202400169,2024-08-02 0:00:00,Conditional Standing,2.53,12,8,ANTH,ADV_1091,14618.13,2025-07-29 14:28:37,223,12,6,68.1,0.48,1,73.7,90.9,TRUE,7,2025-07-31 16:09:37
RET_000170,STU_202400170,2024-08-13 0:00:00,Honor Roll,3.25,13,10,ARTS,ADV_1017,8246.32,2025-07-27 14:28:37,88,7,0,81.5,0.84,0,38.1,68.6,FALSE,3,2025-07-31 15:27:37
RET_000171,STU_202400171,2024-08-01 0:00:00,Academic Probation,3.05,18,13,ENGR,ADV_1039,10916.87,2025-07-27 14:28:37,144,19,33,77.4,0.47,1,37.5,77.5,TRUE,4,2025-07-31 16:50:37
RET_000172,STU_202400172,2024-08-14 0:00:00,Satisfactory Progress,2.69,16,13,COMP,ADV_1072,22464.04,2025-07-26 14:28:37,61,8,7,47.2,0.98,4,65,36.6,FALSE,3,2025-08-01 10:32:37
RET_000173,STU_202400173,2024-08-02 0:00:00,Good Standing,2.32,14,10,PHIL,ADV_1008,5373.98,2025-07-18 14:28:37,17,22,6,49,0.68,0,80.4,22.1,FALSE,2,2025-08-01 7:22:37
RET_000174,STU_202400174,2024-08-03 0:00:00,Distinguished Standing,3.2,12,9,COMP,ADV_1087,7993.57,2025-07-25 14:28:37,147,15,9,47.3,0.43,0,36.2,82.5,FALSE,1,2025-08-01 12:22:37
RET_000175,STU_202400175,2024-08-11 0:00:00,Excellent Standing,2.71,13,11,FINC,ADV_1097,2687.55,2025-07-28 14:28:37,147,14,23,69,0.8,8,77.9,64.8,FALSE,1,2025-07-31 23:39:37
RET_000176,STU_202400176,2024-08-03 0:00:00,Good Standing,3.53,16,14,ENGR,ADV_1137,34103.13,2025-07-22 14:28:37,35,16,32,87.3,0.42,0,39.1,62.8,FALSE,1,2025-07-31 22:04:37
RET_000177,STU_202400177,2024-08-13 0:00:00,Academic Suspension,2.98,14,11,EDUC,ADV_1043,0,2025-07-30 14:28:37,224,15,3,87.5,0.79,0,37.2,54.6,FALSE,2,2025-08-01 10:50:37
RET_000178,STU_202400178,2024-08-11 0:00:00,Dean's List,3.15,13,11,ACCT,ADV_1147,16536.53,2025-07-26 14:28:37,113,12,10,68.4,0.66,0,64.5,55.8,TRUE,2,2025-07-31 17:27:37
RET_000179,STU_202400179,2024-08-07 0:00:00,Probationary Status,2.82,13,10,GEOG,ADV_1100,0,2025-07-26 14:28:37,101,17,13,54.8,0.41,0,39.8,90.6,FALSE,1,2025-08-01 10:07:37
RET_000180,STU_202400180,2024-08-10 0:00:00,Academic Probation,3.1,13,11,EDUC,ADV_1048,26975.25,2025-08-01 14:28:37,375,16,32,82.9,0.67,4,58.8,21.4,FALSE,0,2025-08-01 4:43:37
RET_000181,STU_202400181,2024-08-02 0:00:00,Probationary Status,3.36,15,14,MGMT,ADV_1030,0,2025-07-29 14:28:37,225,15,7,54.2,0.33,0,35.4,29.6,FALSE,1,2025-07-31 23:45:37
RET_000182,STU_202400182,2024-08-07 0:00:00,Good Standing,3.75,20,19,BUSN,ADV_1079,12984.93,2025-08-01 14:28:37,313,10,8,59.5,0.85,0,72.4,78.3,FALSE,1,2025-08-01 2:25:37
RET_000183,STU_202400183,2024-08-07 0:00:00,Good Standing,2.22,17,15,COMP,ADV_1081,11073.58,2025-07-29 14:28:37,360,15,7,45.1,0.54,0,57.5,56.6,TRUE,3,2025-07-31 16:44:37
RET_000184,STU_202400184,2024-08-10 0:00:00,Dean's List,1.54,16,11,ANTH,ADV_1009,22032.59,2025-07-27 14:28:37,91,14,16,83.6,0.59,0,85.1,80.4,FALSE,0,2025-08-01 9:18:37
RET_000185,STU_202400185,2024-08-08 0:00:00,Dean's List,3.68,20,16,SOCI,ADV_1070,0,2025-07-27 14:28:37,57,10,22,56.7,0.98,4,54.6,41.1,FALSE,0,2025-07-31 18:27:37
RET_000186,STU_202400186,2024-08-09 0:00:00,Good Standing,1.34,15,13,RELI,ADV_1106,0,2025-08-01 14:28:37,287,13,24,95.6,0.48,0,42.2,53.9,TRUE,1,2025-08-01 1:43:37
RET_000187,STU_202400187,2024-08-05 0:00:00,Warning Status,3.02,19,15,PHIL,ADV_1023,23239.89,2025-07-29 14:28:37,359,11,20,59.4,0.71,0,36.7,57.1,FALSE,1,2025-07-31 19:05:37
RET_000188,STU_202400188,2024-08-09 0:00:00,Academic Warning,2.82,12,8,PSYC,ADV_1128,4832.39,2025-07-26 14:28:37,69,11,27,64.7,0.93,0,74.1,53.8,FALSE,3,2025-08-01 7:08:37
RET_000189,STU_202400189,2024-08-14 0:00:00,Dean's List,3.92,13,12,NURS,ADV_1061,30902.13,2025-07-30 14:28:37,267,8,12,75.5,0.96,0,59.3,18.7,TRUE,8,2025-08-01 5:44:37
RET_000190,STU_202400190,2024-08-01 0:00:00,Academic Warning,3.74,19,14,ACCT,ADV_1096,34049.9,2025-07-28 14:28:37,52,9,11,88.7,0.78,0,37.5,19.1,TRUE,3,2025-08-01 11:45:37
RET_000191,STU_202400191,2024-08-11 0:00:00,Satisfactory Progress,3.14,13,12,PHIL,ADV_1116,29045.3,2025-07-30 14:28:37,168,11,29,93.6,0.98,4,47,69.9,FALSE,3,2025-08-01 9:28:37
RET_000192,STU_202400192,2024-08-12 0:00:00,Probationary Status,2.68,13,11,BUSN,ADV_1078,13908.41,2025-07-30 14:28:37,336,15,6,65.2,0.31,0,79.8,88.5,FALSE,0,2025-08-01 11:46:37
RET_000193,STU_202400193,2024-08-02 0:00:00,Academic Probation,3.66,13,12,ECON,ADV_1056,0,2025-08-01 14:28:37,183,8,17,52.6,0.74,7,84.1,46.4,FALSE,1,2025-08-01 10:17:37
RET_000194,STU_202400194,2024-08-11 0:00:00,Warning Status,3.23,15,12,ENGR,ADV_1135,0,2025-08-01 14:28:37,395,14,21,90.6,0.36,0,38.3,67.8,FALSE,2,2025-07-31 23:31:37
RET_000195,STU_202400195,2024-08-15 0:00:00,Dean's List,3.08,16,12,ARTS,ADV_1078,0,2025-07-25 14:28:37,70,12,30,53.3,0.34,0,69,22.4,FALSE,2,2025-08-01 3:38:37
RET_000196,STU_202400196,2024-08-09 0:00:00,Satisfactory Progress,3.52,12,8,ARTS,ADV_1045,17780.28,2025-07-31 14:28:37,155,7,34,60.9,0.66,7,36.4,75.1,TRUE,6,2025-07-31 20:06:37
RET_000197,STU_202400197,2024-08-13 0:00:00,Distinguished Standing,3.22,14,13,NURS,ADV_1029,25462.42,2025-07-30 14:28:37,150,7,14,67.9,0.4,0,84.8,37.8,FALSE,2,2025-08-01 13:28:37
RET_000198,STU_202400198,2024-08-05 0:00:00,Honor Roll,2.9,16,12,BIOL,ADV_1096,5960.9,2025-07-29 14:28:37,385,22,7,71.3,0.99,2,78.2,27.4,FALSE,3,2025-08-01 8:33:37
RET_000199,STU_202400199,2024-08-13 0:00:00,Academic Suspension,2.67,17,14,BUSN,ADV_1010,3673.29,2025-07-28 14:28:37,95,15,21,51.3,0.95,0,58.4,46.4,TRUE,1,2025-08-01 0:40:37
RET_000200,STU_202400200,2024-08-11 0:00:00,Academic Warning,3.22,13,9,CHEM,ADV_1052,21148.57,2025-07-23 14:28:37,43,8,27,73.4,0.72,6,68.6,25.2,TRUE,2,2025-07-31 15:30:37
RET_000201,STU_202400201,2024-08-06 0:00:00,Warning Status,2.88,12,8,POLI,ADV_1024,0,2025-07-30 14:28:37,378,19,18,63.6,0.37,0,94.2,49.3,FALSE,3,2025-08-01 13:23:37
RET_000202,STU_202400202,2024-08-02 0:00:00,Warning Status,3.59,14,12,ANTH,ADV_1114,11919.31,2025-07-03 14:28:37,28,19,4,87.2,0.9,1,88.1,81.2,FALSE,1,2025-08-01 4:21:37
RET_000203,STU_202400203,2024-08-05 0:00:00,Distinguished Standing,2.8,14,11,BIOL,ADV_1130,0,2025-07-04 14:28:37,14,10,24,68.9,0.86,3,91.8,57.5,FALSE,3,2025-08-01 4:15:37
RET_000204,STU_202400204,2024-08-07 0:00:00,Distinguished Standing,3.15,19,18,THEA,ADV_1007,0,2025-07-22 14:28:37,12,22,17,52.7,0.53,6,78.7,97.2,TRUE,3,2025-07-31 14:29:37
RET_000205,STU_202400205,2024-08-03 0:00:00,Academic Probation,2.9,16,15,ENGL,ADV_1124,4552.56,2025-07-26 14:28:37,95,15,27,70.7,0.98,2,47.9,45.7,FALSE,0,2025-08-01 8:30:37
RET_000206,STU_202400206,2024-08-08 0:00:00,Academic Warning,3.81,13,10,POLI,ADV_1129,0,2025-07-27 14:28:37,67,17,24,67.4,0.65,0,60.4,19.1,FALSE,1,2025-08-01 2:37:37
RET_000207,STU_202400207,2024-08-01 0:00:00,Honor Roll,3.9,17,12,BIOL,ADV_1040,24381.65,2025-07-29 14:28:37,248,15,26,73.2,0.84,2,74.2,40.7,TRUE,4,2025-07-31 17:45:37
RET_000208,STU_202400208,2024-08-12 0:00:00,Academic Probation,1.94,18,14,POLI,ADV_1049,5921.4,2025-07-29 14:28:37,329,9,23,45.2,1,0,37.1,29.1,TRUE,4,2025-07-31 16:51:37
RET_000209,STU_202400209,2024-08-15 0:00:00,Warning Status,3.17,19,14,SOCI,ADV_1088,0,2025-07-25 14:28:37,67,6,22,64.3,0.89,0,43.5,62.9,FALSE,1,2025-08-01 6:00:37
RET_000210,STU_202400210,2024-08-12 0:00:00,Good Standing,3.26,18,16,PSYC,ADV_1124,0,2025-07-30 14:28:37,225,10,35,97,0.94,0,90.9,75.6,FALSE,0,2025-07-31 17:32:37
RET_000211,STU_202400211,2024-08-05 0:00:00,Honor Roll,2.61,19,17,FINC,ADV_1135,0,2025-07-29 14:28:37,164,7,9,65.2,0.32,3,90.2,60.9,TRUE,3,2025-07-31 19:07:37
RET_000212,STU_202400212,2024-08-09 0:00:00,Warning Status,3.68,14,10,COMP,ADV_1080,19000.49,2025-07-13 14:28:37,8,16,4,70.5,0.72,3,87.8,18.3,TRUE,4,2025-08-01 13:00:37
RET_000213,STU_202400213,2024-08-13 0:00:00,Probationary Status,2.64,12,11,BIOL,ADV_1084,3892.24,2025-07-30 14:28:37,243,7,15,49.1,0.7,1,40.2,54,FALSE,1,2025-08-01 5:26:37
RET_000214,STU_202400214,2024-08-03 0:00:00,Conditional Standing,2.9,14,10,ACCT,ADV_1037,9536.77,2025-07-30 14:28:37,345,13,8,85,0.79,0,87.2,48.8,FALSE,3,2025-07-31 23:22:37
RET_000215,STU_202400215,2024-08-09 0:00:00,Conditional Standing,1.19,19,17,MGMT,ADV_1026,30616.04,2025-07-26 14:28:37,142,15,0,60.3,0.41,0,68.4,35,FALSE,0,2025-07-31 14:00:37
RET_000216,STU_202400216,2024-08-15 0:00:00,Distinguished Standing,2.75,19,14,JOUR,ADV_1133,16366.74,2025-07-23 14:28:37,43,14,10,45.6,0.88,0,77.2,65,FALSE,1,2025-07-31 16:16:37
RET_000217,STU_202400217,2024-08-02 0:00:00,Dean's List,2.67,18,16,MGMT,ADV_1034,25576.77,2025-07-25 14:28:37,120,16,32,61.4,0.46,0,78.9,66,FALSE,1,2025-08-01 9:59:37
RET_000218,STU_202400218,2024-08-14 0:00:00,Academic Probation,3.56,12,11,ECON,ADV_1053,18435.47,2025-07-16 14:28:37,10,15,8,84.8,0.58,0,38.9,53.2,TRUE,3,2025-07-31 18:53:37
RET_000219,STU_202400219,2024-08-11 0:00:00,Warning Status,3.61,14,11,PHIL,ADV_1010,11429.54,2025-07-26 14:28:37,73,18,4,88.7,0.63,0,36.8,44.5,TRUE,6,2025-08-01 12:29:37
RET_000220,STU_202400220,2024-08-05 0:00:00,Distinguished Standing,4,19,13,THEA,ADV_1118,32025.94,2025-07-26 14:28:37,98,6,23,79.6,0.44,0,84.8,97.9,FALSE,1,2025-08-01 2:43:37
RET_000221,STU_202400221,2024-08-14 0:00:00,Probationary Status,2.57,18,14,PHIL,ADV_1100,18702.52,2025-07-31 14:28:37,242,19,1,57.8,0.41,0,93.4,79.1,FALSE,1,2025-07-31 14:51:37
RET_000222,STU_202400222,2024-08-11 0:00:00,Dean's List,4,13,10,RELI,ADV_1134,12851.65,2025-07-29 14:28:37,302,10,12,74.5,0.75,0,37.6,79.6,TRUE,5,2025-07-31 17:05:37
RET_000223,STU_202400223,2024-08-09 0:00:00,Academic Probation,3.99,17,11,RELI,ADV_1030,8685.26,2025-07-28 14:28:37,60,10,30,47.4,0.52,0,81.2,94.1,TRUE,2,2025-07-31 18:27:37
RET_000224,STU_202400224,2024-08-10 0:00:00,Distinguished Standing,3.77,20,18,ENGL,ADV_1002,21285.61,2025-07-24 14:28:37,27,13,32,55.4,0.83,0,51.9,86.1,FALSE,3,2025-08-01 6:46:37
RET_000225,STU_202400225,2024-08-04 0:00:00,Honor Roll,2.64,15,14,MATH,ADV_1080,24916.32,2025-07-30 14:28:37,329,13,21,66.8,0.82,0,83.1,58.6,FALSE,3,2025-07-31 13:35:37
RET_000226,STU_202400226,2024-08-03 0:00:00,Probationary Status,3.59,17,14,CHEM,ADV_1012,11387.78,2025-07-30 14:28:37,156,21,30,76.4,0.9,0,51.3,25.4,TRUE,7,2025-08-01 12:25:37
RET_000227,STU_202400227,2024-08-06 0:00:00,Warning Status,3.39,13,10,ARTS,ADV_1023,0,2025-07-30 14:28:37,324,9,5,96,0.46,2,83.6,20,TRUE,1,2025-08-01 14:03:37
RET_000228,STU_202400228,2024-08-13 0:00:00,Academic Probation,2.94,15,12,ENGR,ADV_1086,7940.29,2025-07-30 14:28:37,346,14,33,98.1,0.73,2,68.5,81.6,FALSE,2,2025-08-01 4:45:37
RET_000229,STU_202400229,2024-08-03 0:00:00,Warning Status,2.92,18,13,ENGL,ADV_1120,31821.8,2025-07-27 14:28:37,107,11,18,64.3,0.9,8,85.9,92,FALSE,3,2025-07-31 19:15:37
RET_000230,STU_202400230,2024-08-09 0:00:00,Good Standing,3.3,20,19,ENGL,ADV_1012,0,2025-07-26 14:28:37,80,16,4,96.3,0.7,0,56.8,86.8,FALSE,0,2025-08-01 4:39:37
RET_000231,STU_202400231,2024-08-13 0:00:00,Academic Suspension,1.56,12,8,ECON,ADV_1027,23559.23,2025-07-21 14:28:37,5,10,35,91.4,0.86,0,62.4,36,TRUE,8,2025-07-31 15:28:37
RET_000232,STU_202400232,2024-08-15 0:00:00,Excellent Standing,2.87,14,11,ENGR,ADV_1134,31048.73,2025-07-09 14:28:37,11,13,10,95,0.41,0,44.8,58.9,FALSE,3,2025-08-01 7:44:37
RET_000233,STU_202400233,2024-08-09 0:00:00,Conditional Standing,2.61,19,18,RELI,ADV_1080,2166.22,2025-07-27 14:28:37,95,7,11,83,0.62,0,57.3,88.9,TRUE,3,2025-07-31 20:21:37
RET_000234,STU_202400234,2024-08-15 0:00:00,Probationary Status,2.92,14,10,SOCI,ADV_1006,22927.4,2025-07-16 14:28:37,33,14,7,97,0.64,0,43.7,91,FALSE,1,2025-08-01 14:11:37
RET_000235,STU_202400235,2024-08-01 0:00:00,Academic Suspension,3.25,19,15,SOCI,ADV_1148,17384.36,2025-07-28 14:28:37,101,21,8,68.6,0.66,4,69.8,76.3,TRUE,4,2025-08-01 3:20:37
RET_000236,STU_202400236,2024-08-10 0:00:00,Academic Probation,3.19,17,16,ECON,ADV_1080,34551.42,2025-07-27 14:28:37,97,16,26,72.1,0.48,0,94,36.7,FALSE,3,2025-08-01 12:32:37
